state_index,state,ntrap_cm3,nsheet_cm2,VGS_V,VDS_V,perturbed_terminal,measured_terminal,capacitance_F,delta_voltage_V,method,supported,limitation,converged,error_message
1,State_1,2e+17,100000000000.0,3.0,0.05,source,gate,-9.45746603077252e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
1,State_1,2e+17,100000000000.0,3.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
1,State_1,2e+17,100000000000.0,3.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,gate,4.184822750137111e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,gate,-2.0924113734047447e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,gate,-2.0924113767843666e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,gate,4.184822750174474e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,gate,-2.0924113733768187e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,gate,-2.0924113767999666e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,gate,4.184822750172741e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,gate,-2.092411373350337e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,gate,-2.0924113768138333e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,-1.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,gate,5.139226801803827e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,gate,-4.193813925976309e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,gate,-9.454128448770537e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,gate,5.1392267948174776e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,gate,-4.193752557774782e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,gate,-9.454741153535051e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,gate,5.1392267675087154e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,gate,-4.1935071135285225e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,gate,-9.457191674983009e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
2,State_2,5e+17,250000000000.0,3.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,gate,4.18482274296957e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,gate,-2.0924113700247376e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,gate,-2.0924113729120918e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,gate,4.184822742883674e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,gate,-2.0924113700012413e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,gate,-2.0924113728937955e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,gate,4.184822742911792e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,gate,-2.0924113700055746e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,drain,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,gate,-2.0924113728889806e-18,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,-1.0,0.05,source,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,gate,5.1358167496033454e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,gate,-4.190455236676999e-17,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,gate,-9.453614792764984e-18,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,drain,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,source,nan,0.0005,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,gate,5.13581674199207e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,gate,-4.190393940922486e-17,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,gate,-9.454226726294704e-18,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,drain,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,source,source,nan,0.001,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,gate,5.1358167125484533e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,drain,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,gate,source,nan,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,False,Qd/Qs compact-model channel-charge partition is not defined by the present conducting-contact DC model; values remain NaN. Source/drain Poisson boundary fluxes are diagnostics only.,True,
3,State_3,1e+18,500000000000.0,3.0,0.05,drain,gate,-4.190148787759737e-17,0.002,central difference of DEVSIM gate contact charge with fixed Ntrap and adaptive bias micro-ramps,True,,True,
